Nr.,Type,bolt_num,BL,sBL,dia_1,dia_2,gear1_x,gear1_y,gear1_z,gear2_x,gear2_y,gear2_z,bolt1_x,bolt1_y,bolt1_z,bolt2_x,bolt2_y,bolt2_z,bolt3_x,bolt3_y,bolt3_z,bolt4_x,bolt4_y,bolt4_z,bolt5_x,bolt5_y,bolt5_z,euler_x,euler_y,euler_z
TypeA1_0036,1,5,6.673,1.853,3.611,6.424,1.8055,1.0,12.3916,2.412,0.333,15.804,0.012,-2.953,11.178,3.872,-2.953,11.743,3.859,-2.953,17.953,0.654,-2.953,19.359,-2.381,-2.953,14.668,-8.1545,-0.6224,3.7428
TypeA1_0037,1,3,6.91,1.072,3.578,5.564,1.789,1.0,11.9973,1.982,0.333,14.979,0.379,-2.953,10.376,3.775,-2.953,11.177,-1.962,-2.953,16.058,0.0,0.0,0.0,0.0,0.0,0.0,1.3013,-3.9098,0.1375
TypeA1_0038,1,4,6.933,1.216,4.448,5.55,2.224,1.0,12.2537,1.975,0.333,15.229,-0.28,-2.953,11.617,4.527,-2.953,11.083,1.801,-2.953,18.341,-1.001,-2.953,17.215,0.0,0.0,0.0,9.0287,2.1579,4.1056
TypeA1_0039,1,3,7.35,1.294,3.841,5.055,1.9207,1.0,12.3968,1.727,0.333,15.124,0.453,-2.953,10.651,3.459,-2.953,10.713,0.194,-2.953,17.859,0.0,0.0,0.0,0.0,0.0,0.0,7.0847,3.9491,-2.6664
TypeA1_0040,1,3,7.762,1.81,4.003,6.48,2.0016,1.0,13.5444,2.44,0.333,16.985,0.289,-2.953,11.918,4.053,-2.953,12.374,3.136,-2.953,20.021,0.0,0.0,0.0,0.0,0.0,0.0,-9.712,3.4375,-3.0219
TypeA1_0041,1,4,6.746,1.171,4.21,6.371,2.1051,1.0,11.8244,2.385,0.333,15.21,-0.205,-2.953,10.965,4.171,-2.953,10.479,2.48,-2.953,18.555,-1.831,-2.953,13.557,0.0,0.0,0.0,-1.8656,1.8458,1.637
TypeA1_0042,1,3,6.645,1.272,3.68,6.348,1.84,1.0,12.0259,2.374,0.333,15.4,0.219,-2.953,10.539,3.734,-2.953,10.907,-0.598,-2.953,18.531,0.0,0.0,0.0,0.0,0.0,0.0,5.5158,0.6159,4.771
TypeA1_0043,1,3,7.422,1.694,3.789,6.115,1.8946,1.0,13.0736,2.258,0.333,16.331,-0.016,-2.953,11.877,4.061,-2.953,12.448,4.043,-2.953,18.059,0.0,0.0,0.0,0.0,0.0,0.0,-11.1423,-2.7285,1.7381
TypeA1_0044,1,4,6.583,1.62,4.114,6.285,2.0571,1.0,11.8293,2.343,0.333,15.172,-0.039,-2.953,10.625,4.157,-2.953,10.632,3.165,-2.953,18.11,-1.459,-2.953,17.384,0.0,0.0,0.0,12.8479,-4.5067,2.5889
TypeA1_0045,1,5,6.411,1.784,3.564,6.333,1.7822,1.0,12.3169,2.366,0.333,15.683,0.005,-2.953,11.121,3.536,-2.953,11.087,2.979,-2.953,18.59,-1.436,-2.953,18.25,-2.325,-2.953,14.459,-10.4402,-2.2646,-4.3636
TypeA1_0046,1,3,6.81,1.815,3.759,6.092,1.8796,1.0,12.5251,2.246,0.333,15.771,-0.305,-2.953,12.034,3.62,-2.953,11.116,3.622,-2.953,18.038,0.0,0.0,0.0,0.0,0.0,0.0,-12.6944,-0.7834,0.6088
TypeA1_0047,1,5,6.928,1.446,4.213,5.496,2.1065,1.0,11.9794,1.948,0.333,14.927,0.162,-2.953,10.462,3.974,-2.953,10.368,4.393,-2.953,15.289,1.473,-2.953,18.031,-1.699,-2.953,15.717,-5.9346,1.844,4.6241
TypeA1_0048,1,3,7.42,0.929,3.901,5.604,1.9505,1.0,12.5228,2.002,0.333,15.525,-0.157,-2.953,11.577,4.074,-2.953,11.612,-1.649,-2.953,14.055,0.0,0.0,0.0,0.0,0.0,0.0,3.2005,2.219,2.7958
TypeA1_0049,1,4,7.412,0.972,4.446,6.14,2.2229,1.0,12.1163,2.27,0.333,15.386,-0.099,-2.953,10.985,4.051,-2.953,10.292,4.267,-2.953,17.304,-1.098,-2.953,17.713,0.0,0.0,0.0,-11.5954,4.9945,-0.3658
TypeA1_0050,1,4,7.893,1.231,3.693,5.076,1.8463,1.0,12.8691,1.738,0.333,15.607,-0.114,-2.953,11.856,3.829,-2.953,11.901,0.446,-2.953,18.442,-0.743,-2.953,17.887,0.0,0.0,0.0,7.4882,-1.6093,3.8835
TypeA1_0051,1,4,6.894,0.929,3.639,5.99,1.8197,1.0,11.4717,2.195,0.333,14.667,-0.266,-2.953,10.838,3.448,-2.953,10.022,1.664,-2.953,17.959,-1.438,-2.953,16.95,0.0,0.0,0.0,2.3289,3.3398,4.8803
TypeA1_0052,1,5,6.405,0.691,4.224,6.269,2.1121,1.0,11.2367,2.334,0.333,14.571,0.336,-2.953,9.518,4.0,-2.953,9.64,3.413,-2.953,17.363,-0.143,-2.953,17.748,-2.116,-2.953,13.893,7.5974,4.6502,2.4378
TypeA1_0053,1,4,7.902,1.29,3.633,5.913,1.8164,1.0,12.7985,2.157,0.333,15.955,0.323,-2.953,11.215,3.941,-2.953,12.326,0.579,-2.953,19.243,-1.628,-2.953,17.957,0.0,0.0,0.0,-1.3172,4.8371,4.7867
TypeA1_0054,1,4,7.0,0.638,4.009,6.013,2.0045,1.0,11.5916,2.206,0.333,14.798,-0.278,-2.953,10.975,4.289,-2.953,10.981,0.387,-2.953,18.063,-0.822,-2.953,17.485,0.0,0.0,0.0,-14.6233,-3.4589,-3.675
TypeA1_0055,1,4,7.811,1.7,3.595,5.441,1.7977,1.0,13.6236,1.92,0.333,16.544,0.252,-2.953,12.118,3.694,-2.953,12.594,4.008,-2.953,17.196,-2.011,-2.953,15.882,0.0,0.0,0.0,13.4295,-0.0417,-0.1821
TypeA1_0056,1,4,6.927,1.325,4.406,6.09,2.2031,1.0,11.9627,2.245,0.333,15.208,0.4,-2.953,10.142,4.674,-2.953,11.282,1.943,-2.953,18.569,-1.281,-2.953,17.303,0.0,0.0,0.0,3.793,3.0319,-3.1636
TypeA1_0057,1,4,6.831,0.701,3.893,5.9,1.9465,1.0,11.535,2.15,0.333,14.685,0.127,-2.953,10.118,3.908,-2.953,10.322,4.41,-2.953,15.241,-1.893,-2.953,13.375,0.0,0.0,0.0,11.9208,2.082,-4.8581
TypeA1_0058,1,3,7.996,1.801,4.25,5.058,2.1249,1.0,13.7035,1.729,0.333,16.432,-0.293,-2.953,13.132,4.376,-2.953,12.651,0.151,-2.953,19.072,0.0,0.0,0.0,0.0,0.0,0.0,8.3588,3.8252,3.1659
TypeA1_0059,1,4,6.399,1.755,4.446,5.274,2.2231,1.0,11.9128,1.837,0.333,14.75,0.484,-2.953,10.003,4.238,-2.953,10.296,2.455,-2.953,17.564,-1.573,-2.953,14.66,0.0,0.0,0.0,-5.025,-3.6315,0.2564
TypeA1_0060,1,4,7.207,0.721,4.126,5.913,2.0629,1.0,12.0946,2.156,0.333,15.251,-0.151,-2.953,11.111,4.412,-2.953,11.502,2.496,-2.953,18.33,-1.463,-2.953,17.14,0.0,0.0,0.0,6.5872,0.6788,-2.2018
TypeA1_0061,1,5,6.294,1.43,4.159,6.107,2.0795,1.0,11.779,2.254,0.333,15.033,-0.152,-2.953,10.793,4.269,-2.953,10.703,3.726,-2.953,17.414,-0.983,-2.953,17.589,-1.765,-2.953,13.489,-14.5517,4.7843,4.4316
TypeA1_0062,1,4,6.96,0.923,3.624,6.439,1.8118,1.0,12.0239,2.419,0.333,15.443,0.298,-2.953,10.467,3.515,-2.953,10.677,3.059,-2.953,18.379,-1.809,-2.953,17.646,0.0,0.0,0.0,9.5818,-2.9172,-1.7175
TypeA1_0063,1,4,6.531,1.017,4.041,5.834,2.0207,1.0,11.3275,2.117,0.333,14.445,0.168,-2.953,9.832,4.275,-2.953,10.563,1.087,-2.953,17.719,-1.875,-2.953,15.519,0.0,0.0,0.0,9.8191,3.0703,-4.7502
TypeA1_0064,1,4,6.621,1.343,3.937,6.452,1.9686,1.0,11.8364,2.426,0.333,15.263,-0.22,-2.953,11.041,3.771,-2.953,10.361,4.564,-2.953,16.416,-2.172,-2.953,13.959,0.0,0.0,0.0,-3.3385,2.9102,-3.8143
TypeA1_0065,1,4,7.453,1.642,4.23,6.319,2.1149,1.0,13.1205,2.359,0.333,16.48,-0.096,-2.953,12.008,4.085,-2.953,11.622,4.791,-2.953,17.031,-2.197,-2.953,16.252,0.0,0.0,0.0,-14.3132,-2.9233,1.9766
TypeA1_0066,1,5,7.802,0.986,4.002,6.194,2.0008,1.0,12.5804,2.297,0.333,15.878,-0.029,-2.953,11.374,4.034,-2.953,11.38,4.22,-2.953,17.561,-0.704,-2.953,18.762,-2.219,-2.953,16.385,-5.7645,-1.68,-0.0739
TypeA1_0067,1,3,7.451,1.152,3.845,5.289,1.9227,1.0,12.5282,1.845,0.333,15.373,0.131,-2.953,11.114,3.666,-2.953,11.054,-1.882,-2.953,15.415,0.0,0.0,0.0,0.0,0.0,0.0,-13.3163,0.3571,-0.6129
TypeA1_0068,1,3,6.829,1.272,3.885,5.38,1.9423,1.0,12.0193,1.89,0.333,14.909,-0.142,-2.953,11.041,3.846,-2.953,10.725,-1.89,-2.953,14.587,0.0,0.0,0.0,0.0,0.0,0.0,-9.5916,3.5263,2.5106
TypeA1_0069,1,5,6.72,1.134,4.273,5.408,2.1367,1.0,11.7903,1.904,0.333,14.694,-0.227,-2.953,10.986,4.575,-2.953,11.253,3.718,-2.953,16.622,-0.908,-2.953,16.78,-1.418,-2.953,16.037,-5.0601,-4.161,1.9346
TypeA1_0070,1,4,6.371,1.432,3.564,5.878,1.7821,1.0,11.8258,2.139,0.333,14.965,0.354,-2.953,10.229,3.808,-2.953,11.13,4.227,-2.953,15.56,-2.315,-2.953,14.857,0.0,0.0,0.0,-8.5001,-4.1818,-0.3854
TypeA1_0071,1,4,6.533,1.312,4.293,5.433,2.1464,1.0,11.9894,1.917,0.333,14.906,0.46,-2.953,10.135,3.958,-2.953,10.257,4.376,-2.953,15.442,-1.215,-2.953,16.611,0.0,0.0,0.0,6.4258,1.8937,4.7354
TypeA1_0072,1,5,7.744,0.714,4.399,5.19,2.1996,1.0,12.149,1.795,0.333,14.944,0.317,-2.953,10.414,4.272,-2.953,10.647,3.341,-2.953,17.172,1.12,-2.953,17.886,-1.554,-2.953,15.05,-1.1846,-2.4704,2.5844
TypeA1_0073,1,4,7.972,1.181,4.245,5.056,2.1227,1.0,13.1638,1.728,0.333,15.892,0.165,-2.953,11.637,4.526,-2.953,12.539,3.761,-2.953,17.44,-1.268,-2.953,17.169,0.0,0.0,0.0,9.012,1.9703,-1.0067
TypeA1_0074,1,3,7.06,1.59,3.902,5.771,1.9509,1.0,12.7818,2.086,0.333,15.867,-0.302,-2.953,12.266,3.477,-2.953,11.046,-1.112,-2.953,18.194,0.0,0.0,0.0,0.0,0.0,0.0,-11.035,2.2223,0.1004
TypeA1_0075,1,4,6.621,0.629,4.467,5.7,2.2333,1.0,11.1198,2.05,0.333,14.17,0.398,-2.953,9.288,4.004,-2.953,9.225,3.895,-2.953,16.23,-1.513,-2.953,15.443,0.0,0.0,0.0,6.2427,0.7052,2.3908
TypeA1_0076,1,5,6.926,1.023,3.917,5.823,1.9587,1.0,11.6776,2.112,0.333,14.789,0.394,-2.953,9.967,3.809,-2.953,10.28,3.953,-2.953,16.491,-1.154,-2.953,17.103,-2.077,-2.953,15.271,-2.7739,0.0773,-1.1392
TypeA1_0077,1,4,7.697,1.395,4.083,5.284,2.0416,1.0,12.9954,1.842,0.333,15.838,0.367,-2.953,11.274,4.032,-2.953,11.652,2.556,-2.953,18.536,-1.638,-2.953,16.687,0.0,0.0,0.0,4.4093,-2.3771,-0.3063
TypeA1_0078,1,4,7.633,1.629,3.824,6.31,1.9122,1.0,13.2203,2.355,0.333,16.576,-0.252,-2.953,12.529,3.731,-2.953,11.858,3.398,-2.953,19.246,-2.006,-2.953,18.198,0.0,0.0,0.0,5.6526,-2.5394,2.8875
TypeA1_0079,1,4,7.322,1.016,3.613,5.401,1.8064,1.0,12.2761,1.901,0.333,15.177,-0.061,-2.953,11.178,3.709,-2.953,11.24,4.008,-2.953,15.773,-2.042,-2.953,14.908,0.0,0.0,0.0,-3.3737,1.5182,4.815
TypeA1_0080,1,4,6.201,1.108,4.384,5.747,2.1921,1.0,11.2252,2.073,0.333,14.299,0.081,-2.953,9.79,4.056,-2.953,9.482,2.148,-2.953,17.442,-1.554,-2.953,12.966,0.0,0.0,0.0,-12.1793,-4.6275,-3.9292
TypeA1_0081,1,4,7.925,1.187,3.68,6.091,1.8399,1.0,12.9213,2.246,0.333,16.167,-0.25,-2.953,12.234,3.823,-2.953,11.968,2.424,-2.953,19.279,-2.345,-2.953,15.794,0.0,0.0,0.0,13.5699,-0.746,-0.1165
TypeA1_0082,1,3,7.465,1.119,3.518,5.571,1.7588,1.0,12.6412,1.985,0.333,15.627,-0.209,-2.953,11.856,3.745,-2.953,11.903,2.847,-2.953,18.142,0.0,0.0,0.0,0.0,0.0,0.0,-7.7828,-1.7181,-1.2354
TypeA1_0083,1,3,6.539,0.929,4.139,5.139,2.0695,1.0,11.3382,1.77,0.333,14.108,0.412,-2.953,9.562,3.731,-2.953,9.565,3.941,-2.953,15.311,0.0,0.0,0.0,0.0,0.0,0.0,-14.5482,-4.9832,-3.2396
TypeA1_0084,1,5,7.559,0.641,3.735,5.547,1.8673,1.0,12.3144,1.974,0.333,15.288,-0.128,-2.953,11.325,4.023,-2.953,11.753,4.196,-2.953,15.466,0.14,-2.953,18.281,-1.959,-2.953,16.101,-7.1899,-3.3534,-2.7585
TypeA1_0085,1,4,7.31,1.758,4.04,6.169,2.02,1.0,13.2312,2.284,0.333,16.516,0.128,-2.953,11.787,4.229,-2.953,12.347,0.655,-2.953,19.913,-2.175,-2.953,17.1,0.0,0.0,0.0,-8.4461,-1.2172,2.8255
TypeA1_0086,1,5,6.255,1.397,4.217,5.607,2.1086,1.0,11.2619,2.004,0.333,14.265,0.28,-2.953,9.603,4.346,-2.953,10.22,4.224,-2.953,15.494,1.53,-2.953,17.421,-1.812,-2.953,13.745,4.3282,-0.2792,-0.2912
TypeA1_0087,1,4,6.822,1.348,3.741,6.265,1.8703,1.0,12.0131,2.332,0.333,15.346,-0.042,-2.953,10.866,3.851,-2.953,10.987,3.775,-2.953,17.555,-2.269,-2.953,16.368,0.0,0.0,0.0,-2.1818,4.5414,-2.2814
TypeA1_0088,1,5,6.37,1.154,4.052,5.505,2.0262,1.0,11.2692,1.953,0.333,14.222,0.362,-2.953,9.559,3.959,-2.953,9.87,2.83,-2.953,16.889,0.313,-2.953,17.197,-1.775,-2.953,15.047,6.8824,1.5356,-3.867
TypeA1_0089,1,5,6.462,1.454,4.147,6.2,2.0735,1.0,12.0446,2.3,0.333,15.345,0.032,-2.953,10.72,3.971,-2.953,10.521,2.468,-2.953,18.592,1.281,-2.953,18.805,-2.167,-2.953,14.975,-14.0906,-3.1957,-3.8762
TypeA1_0090,1,3,7.984,1.944,3.725,6.29,1.8625,1.0,13.679,2.345,0.333,17.024,-0.111,-2.953,12.656,3.805,-2.953,12.599,-2.131,-2.953,15.58,0.0,0.0,0.0,0.0,0.0,0.0,5.5437,-1.928,-3.4339
TypeA1_0091,1,4,6.852,1.042,4.084,6.097,2.0419,1.0,11.8429,2.248,0.333,15.091,0.322,-2.953,10.166,4.214,-2.953,10.817,1.125,-2.953,18.498,-2.143,-2.953,15.487,0.0,0.0,0.0,-7.1733,0.7287,1.4214
TypeA1_0092,1,4,7.507,1.852,4.417,5.992,2.2084,1.0,13.0919,2.196,0.333,16.288,-0.11,-2.953,11.987,4.654,-2.953,12.307,4.355,-2.953,17.894,-1.824,-2.953,17.189,0.0,0.0,0.0,-5.6424,2.2455,2.3491
TypeA1_0093,1,5,6.433,1.174,3.736,5.177,1.8678,1.0,11.323,1.788,0.333,14.111,0.315,-2.953,9.726,3.905,-2.953,10.421,3.865,-2.953,15.042,-0.514,-2.953,16.6,-1.63,-2.953,15.301,-10.7466,-2.768,0.7119
TypeA1_0094,1,3,7.71,1.544,4.307,5.791,2.1537,1.0,12.884,2.096,0.333,15.98,0.067,-2.953,11.483,4.582,-2.953,12.232,-0.675,-2.953,18.526,0.0,0.0,0.0,0.0,0.0,0.0,4.1569,2.9346,-4.6097
TypeA1_0095,1,5,7.017,1.018,4.181,5.7,2.0904,1.0,12.132,2.05,0.333,15.182,-0.261,-2.953,11.443,4.339,-2.953,11.159,2.954,-2.953,17.927,1.353,-2.953,18.391,-1.672,-2.953,16.417,-8.0147,2.3765,-2.7938
TypeA1_0096,1,4,6.832,1.409,4.125,6.406,2.0626,1.0,12.1039,2.403,0.333,15.507,-0.041,-2.953,10.903,3.718,-2.953,10.335,3.753,-2.953,18.055,-2.285,-2.953,15.835,0.0,0.0,0.0,-3.4982,-4.8434,0.044
TypeA1_0097,1,5,6.795,1.489,3.761,5.48,1.8803,1.0,11.8841,1.94,0.333,14.824,-0.158,-2.953,10.955,3.579,-2.953,10.423,3.312,-2.953,16.976,0.692,-2.953,17.9,-1.983,-2.953,15.303,-1.9278,2.4559,0.6747
TypeA1_0098,1,3,6.729,0.689,4.315,6.257,2.1575,1.0,11.2978,2.328,0.333,14.626,0.433,-2.953,9.464,4.368,-2.953,10.093,4.816,-2.953,15.086,0.0,0.0,0.0,0.0,0.0,0.0,-3.6789,1.3752,-3.7134
TypeA1_0099,1,4,6.378,1.101,4.217,5.24,2.1086,1.0,11.1928,1.82,0.333,14.013,0.281,-2.953,9.534,3.885,-2.953,9.479,3.725,-2.953,15.756,-1.323,-2.953,15.412,0.0,0.0,0.0,4.2975,-4.6354,-3.117
TypeA1_0100,1,4,6.57,0.65,3.916,5.398,1.9579,1.0,11.318,1.899,0.333,14.217,-0.284,-2.953,10.729,3.599,-2.953,9.681,0.933,-2.953,17.268,-1.346,-2.953,15.975,0.0,0.0,0.0,-11.8513,-3.4909,0.7004
TypeA1_0101,1,4,7.775,1.666,4.177,5.031,2.0885,1.0,13.5995,1.715,0.333,16.315,0.078,-2.953,12.202,3.91,-2.953,11.964,0.927,-2.953,19.168,-1.55,-2.953,15.858,0.0,0.0,0.0,13.8841,-4.8127,-1.6829
TypeA1_0102,1,5,7.551,1.879,4.273,5.763,2.1363,1.0,13.1883,2.082,0.333,16.27,0.428,-2.953,11.368,3.818,-2.953,11.344,4.173,-2.953,17.839,0.645,-2.953,19.437,-1.901,-2.953,16.433,3.1307,-4.0749,0.6131
TypeA1_0103,1,3,7.967,0.625,3.873,5.071,1.9365,1.0,12.5713,1.736,0.333,15.307,0.027,-2.953,11.296,3.592,-2.953,10.98,-0.403,-2.953,17.759,0.0,0.0,0.0,0.0,0.0,0.0,-5.0108,-1.2677,3.3884
TypeA1_0104,1,3,6.848,1.353,3.628,5.304,1.8141,1.0,11.829,1.852,0.333,14.681,-0.079,-2.953,10.76,3.538,-2.953,10.504,3.34,-2.953,16.595,0.0,0.0,0.0,0.0,0.0,0.0,-4.6913,4.7181,0.4133
TypeA1_0105,1,4,7.156,1.847,3.97,5.74,1.9848,1.0,13.0952,2.07,0.333,16.165,-0.171,-2.953,12.174,3.906,-2.953,11.751,1.337,-2.953,19.392,-2.045,-2.953,16.168,0.0,0.0,0.0,13.12,1.9025,-3.4428
TypeA1_0106,1,4,6.908,1.661,3.804,6.095,1.9021,1.0,12.5614,2.248,0.333,15.809,-0.313,-2.953,12.105,3.8,-2.953,11.33,2.568,-2.953,18.885,-2.151,-2.953,16.824,0.0,0.0,0.0,9.8741,-2.3058,4.0389
TypeA1_0107,1,4,6.242,1.488,3.738,5.053,1.8691,1.0,11.5418,1.727,0.333,14.268,0.255,-2.953,10.004,4.055,-2.953,11.104,3.801,-2.953,15.2,-1.619,-2.953,13.216,0.0,0.0,0.0,-11.9827,1.3164,-4.4866
TypeA1_0108,1,5,7.068,1.443,3.541,5.951,1.7706,1.0,12.56,2.175,0.333,15.735,0.162,-2.953,11.163,3.326,-2.953,11.104,2.342,-2.953,18.776,-0.574,-2.953,18.691,-1.964,-2.953,14.15,-10.4359,0.6006,-3.8876
TypeA1_0109,1,4,6.586,1.233,3.562,6.275,1.7812,1.0,11.9104,2.337,0.333,15.248,-0.006,-2.953,10.732,3.387,-2.953,10.493,4.114,-2.953,16.803,-2.109,-2.953,13.609,0.0,0.0,0.0,12.9814,-4.9245,-0.1806
TypeA1_0110,1,3,7.667,1.785,4.255,5.81,2.1277,1.0,13.1215,2.105,0.333,16.226,-0.046,-2.953,11.912,4.51,-2.953,12.407,-1.551,-2.953,17.767,0.0,0.0,0.0,0.0,0.0,0.0,8.8907,-1.9242,-0.6
TypeA1_0111,1,3,7.462,1.113,4.381,5.494,2.1906,1.0,12.4372,1.947,0.333,15.384,0.312,-2.953,10.712,4.124,-2.953,10.773,-1.638,-2.953,14.692,0.0,0.0,0.0,0.0,0.0,0.0,4.397,-1.4704,0.1116
TypeA1_0112,1,4,6.487,1.035,4.249,5.949,2.1244,1.0,11.5558,2.174,0.333,14.73,0.464,-2.953,9.708,3.806,-2.953,9.727,1.662,-2.953,18.047,-1.942,-2.953,14.062,0.0,0.0,0.0,0.0225,1.5254,3.8276
TypeA1_0113,1,5,7.197,1.206,3.86,6.142,1.9301,1.0,12.1147,2.271,0.333,15.386,-0.061,-2.953,10.982,4.032,-2.953,11.206,3.593,-2.953,17.774,-1.372,-2.953,17.734,-1.988,-2.953,16.818,7.4924,3.4429,4.4776
TypeA1_0114,1,4,7.457,1.812,4.239,5.48,2.1194,1.0,13.4653,1.94,0.333,16.405,0.24,-2.953,11.848,4.39,-2.953,12.469,3.138,-2.953,18.915,-1.381,-2.953,17.927,0.0,0.0,0.0,-7.5848,-0.0112,-0.6901
TypeA1_0115,1,5,7.335,1.78,4.004,5.287,2.0019,1.0,12.9774,1.844,0.333,15.821,0.157,-2.953,11.503,4.188,-2.953,12.084,3.247,-2.953,18.02,0.748,-2.953,18.79,-1.705,-2.953,15.067,-2.9381,3.4214,-0.1574
TypeA1_0116,1,4,7.953,1.379,4.342,6.21,2.1708,1.0,12.959,2.305,0.333,16.264,0.001,-2.953,11.656,4.097,-2.953,11.317,2.675,-2.953,19.474,-1.879,-2.953,15.062,0.0,0.0,0.0,14.8356,-4.2752,2.0312
TypeA1_0117,1,5,6.709,1.871,3.61,5.622,1.805,1.0,12.6593,2.011,0.333,15.67,-0.153,-2.953,11.735,3.27,-2.953,11.065,4.158,-2.953,16.001,0.213,-2.953,18.741,-2.027,-2.953,16.598,-11.8784,-3.7149,4.6656
TypeA1_0118,1,4,7.636,1.312,3.914,5.254,1.957,1.0,12.7818,1.827,0.333,15.609,-0.109,-2.953,11.732,3.464,-2.953,11.022,1.258,-2.953,18.594,-1.827,-2.953,15.731,0.0,0.0,0.0,-10.9474,-2.859,-2.9535
TypeA1_0119,1,4,6.963,1.323,4.495,5.943,2.2477,1.0,12.213,2.172,0.333,15.385,-0.014,-2.953,10.914,4.437,-2.953,10.796,3.505,-2.953,18.005,-1.498,-2.953,16.941,0.0,0.0,0.0,10.1762,3.2763,-3.6256
TypeA1_0120,1,4,6.948,1.79,3.937,6.407,1.9687,1.0,12.8199,2.404,0.333,16.224,-0.304,-2.953,12.313,3.932,-2.953,11.568,4.492,-2.953,17.51,-2.207,-2.953,15.083,0.0,0.0,0.0,-12.6163,2.058,-1.4702
TypeA1_0121,1,4,6.674,1.532,3.839,6.385,1.9195,1.0,12.2753,2.393,0.333,15.668,0.322,-2.953,10.649,4.092,-2.953,11.584,3.977,-2.953,17.78,-2.131,-2.953,17.102,0.0,0.0,0.0,10.142,1.2023,2.3251
TypeA1_0122,1,5,7.632,0.886,4.031,6.492,2.0153,1.0,12.1755,2.446,0.333,15.621,-0.278,-2.953,11.557,3.99,-2.953,10.856,3.877,-2.953,18.054,-0.232,-2.953,18.924,-2.259,-2.953,16.586,13.672,-2.2048,-0.5902
TypeA1_0123,1,4,6.422,0.815,4.065,5.407,2.0326,1.0,10.932,1.904,0.333,13.836,0.293,-2.953,9.289,4.282,-2.953,10.117,0.616,-2.953,16.837,-1.463,-2.953,15.292,0.0,0.0,0.0,11.6838,3.2294,-4.6371
TypeA1_0124,1,4,6.276,1.246,3.882,5.563,1.9409,1.0,11.4729,1.982,0.333,14.455,0.051,-2.953,10.161,3.589,-2.953,9.867,4.259,-2.953,14.837,-1.96,-2.953,14.961,0.0,0.0,0.0,-9.9214,-2.294,-0.4832
TypeA1_0125,1,4,6.715,1.568,3.588,5.811,1.7938,1.0,12.0128,2.106,0.333,15.119,0.086,-2.953,10.7,3.8,-2.953,11.229,1.192,-2.953,18.378,-2.189,-2.953,14.389,0.0,0.0,0.0,5.1423,-4.6642,1.8762
TypeA1_0126,1,3,7.687,1.207,3.754,6.311,1.8772,1.0,12.7868,2.356,0.333,16.143,0.4,-2.953,11.107,3.88,-2.953,11.791,-2.363,-2.953,16.868,0.0,0.0,0.0,0.0,0.0,0.0,-12.3551,-0.5163,3.9507
TypeA1_0127,1,3,7.22,0.662,3.728,5.547,1.8642,1.0,11.8235,1.974,0.333,14.797,-0.101,-2.953,10.782,3.998,-2.953,11.197,-1.765,-2.953,13.451,0.0,0.0,0.0,0.0,0.0,0.0,-14.4388,-3.3217,-2.5434
TypeA1_0128,1,3,7.721,1.372,3.612,6.407,1.8062,1.0,12.9401,2.403,0.333,16.343,-0.269,-2.953,12.318,3.505,-2.953,11.596,3.553,-2.953,18.836,0.0,0.0,0.0,0.0,0.0,0.0,2.0217,0.106,4.8662
TypeA1_0129,1,3,7.136,1.311,3.741,5.477,1.8705,1.0,12.6413,1.938,0.333,15.58,-0.211,-2.953,11.839,3.898,-2.953,11.711,2.151,-2.953,18.484,0.0,0.0,0.0,0.0,0.0,0.0,8.1411,3.0778,1.13
TypeA1_0130,1,3,7.837,0.613,4.118,5.08,2.0592,1.0,12.377,1.74,0.333,15.117,-0.272,-2.953,11.731,3.617,-2.953,10.526,-0.268,-2.953,17.583,0.0,0.0,0.0,0.0,0.0,0.0,-9.9984,-3.5727,4.7992
TypeA1_0131,1,4,7.851,1.213,4.112,6.072,2.0562,1.0,12.8834,2.236,0.333,16.119,0.261,-2.953,11.267,4.0,-2.953,11.449,3.836,-2.953,18.327,-2.107,-2.953,15.649,0.0,0.0,0.0,3.061,-2.6191,1.5415
TypeA1_0132,1,4,7.102,1.471,3.641,6.004,1.8207,1.0,12.3492,2.202,0.333,15.551,-0.083,-2.953,11.285,3.967,-2.953,11.963,2.826,-2.953,18.387,-2.203,-2.953,16.504,0.0,0.0,0.0,-14.4721,2.4343,-0.6552
TypeA1_0133,1,4,6.688,1.47,4.498,6.354,2.2488,1.0,12.0792,2.377,0.333,15.456,-0.301,-2.953,11.529,4.298,-2.953,10.464,2.512,-2.953,18.829,-1.647,-2.953,17.166,0.0,0.0,0.0,7.5935,1.1717,-4.8785
TypeA1_0134,1,4,7.485,1.544,4.348,5.629,2.174,1.0,12.7415,2.015,0.333,15.756,0.049,-2.953,11.361,4.309,-2.953,11.376,4.363,-2.953,16.826,-0.885,-2.953,17.986,0.0,0.0,0.0,-2.4782,-1.6962,0.2717
TypeA1_0135,1,5,7.719,0.803,3.974,5.637,1.9869,1.0,12.1795,2.018,0.333,15.198,-0.288,-2.953,11.601,4.211,-2.953,11.431,4.041,-2.953,16.597,0.365,-2.953,18.268,-1.793,-2.953,16.304,-7.2875,2.778,-3.1815
TypeA1_0136,1,5,6.688,1.309,3.501,6.212,1.7504,1.0,11.6103,2.306,0.333,14.916,-0.029,-2.953,10.476,3.138,-2.953,10.02,4.16,-2.953,16.224,-0.833,-2.953,17.889,-2.475,-2.953,14.387,-13.7884,-1.7651,-4.6959
